ID,Student_ID,Start_Date,End_Date,Possible_Credit,Credit_Type,Course_Name,School Year,Term,Status
4776374,815114,22-Jan-24,8-Jun-24,0.5,LANG,Spanish I-B,23-24,S2,
4007858,815114,22-Jan-24,8-Jun-24,0.5,MTH,Algebra II-B,23-24,S2,
4007865,815114,22-Jan-24,8-Jun-24,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4006291,815114,22-Jan-24,8-Jun-24,0.5,SS,"World Hist and Geography, Honors-B",23-24,S2,
3997103,815114,22-Jan-24,8-Jun-24,0.5,ELA,"English Lang Arts III (Gr 11), Honors-B",23-24,S2,
4846204,815114,1-Apr-24,8-Jun-24,0.5,ART,Visual Arts - 2D-B,23-24,S2,
4844693,815114,3-Apr-24,30-Apr-24,0.5,ART,Band I-B,23-24,Q4,Dropped
5480845,815114,26-Aug-24,11-Sep-24,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,Dropped
5480846,815114,26-Aug-24,11-Sep-24,0.5,SCI,AP Biology-A,24-25,S1,Dropped
5480853,815114,26-Aug-24,11-Sep-24,0.5,ART,Visual Arts - 2D-A,24-25,S1,Dropped
5572640,815114,9-Sep-24,16-Jan-25,1.5,OTHER,CTC Coll Rep Tech (ASE Cert) I-A,24-25,S1,
5577457,815114,10-Sep-24,16-Jan-25,0.5,ART,Visual Arts - 2D-A,24-25,S1,
5577576,815114,11-Sep-24,16-Jan-25,0.5,ELA,"English Lang Arts IV (Gr 12), Honors-A",24-25,S1,
5577583,815114,11-Sep-24,16-Jan-25,0.5,OTHER,Intro. to Business - DE WCCCD,24-25,S1,
4905072,815114,16-Jan-25,11-Jun-25,0.5,OTHER,Fundamentals of Speech - DE WCCCD,24-25,S2,
4900741,815114,16-Jan-25,11-Jun-25,0.5,ELA,"English Lang Arts IV (Gr 12), Honors-B",24-25,S2,
5762327,815114,16-Jan-25,11-Jun-25,1.5,OTHER,CTC Coll Rep Tech (ASE Cert) I-B,24-25,S2,
5740904,815114,16-Jan-25,11-Jun-25,0.5,ART,Visual Arts - 2D-B,24-25,S2,
2513690,936412,7-Sep-21,2-Feb-22,0.5,OTHER,Foundations of IT and Cybersecurity -A,21-22,S1,
2513682,936412,7-Sep-21,2-Feb-22,0.5,SS,U.S. History & Geography-A,21-22,S1,
2512335,936412,7-Sep-21,2-Feb-22,0.5,ELA,"English Lang Arts I (Gr 9), Honors-A",21-22,S1,
2512401,936412,7-Sep-21,2-Feb-22,0.5,SCI,Next Gen Physical Science-A,21-22,S1,
2513683,936412,7-Sep-21,2-Feb-22,0.5,MTH,Algebra I-A,21-22,S1,
2513685,936412,7-Sep-21,2-Feb-22,0.5,OTHER,Algebra Lab SGI-A,21-22,S1,
2513688,936412,7-Sep-21,18-Sep-21,0.5,PE,Physical Education,21-22,S1,Dropped
2605523,936412,20-Sep-21,2-Feb-22,0.5,OTHER,OG Tutoring Seminar (Gr 9)-A,21-22,S1,
2808278,936412,2-Feb-22,28-Jun-22,0.5,OTHER,Algebra Lab SGI-B,21-22,S2,
2809506,936412,2-Feb-22,28-Jun-22,0.5,OTHER,OG Tutoring Seminar (Gr 9)-B,21-22,S2,
2808266,936412,2-Feb-22,28-Jun-22,0.5,MTH,Algebra I-B,21-22,S2,
2807749,936412,2-Feb-22,28-Jun-22,0.5,ELA,English Lang Arts I (Gr 9)-B,21-22,S2,
2809213,936412,2-Feb-22,28-Jun-22,0.5,SCI,Next Gen Physical Science-B,21-22,S2,
2809894,936412,2-Feb-22,28-Jun-22,0.5,SS,U.S. History & Geography-B,21-22,S2,
2809533,936412,2-Feb-22,28-Jun-22,0.5,OTHER,Information Technology II-B,21-22,S2,
2956160,936412,29-Aug-22,24-Jan-23,0.5,ELA,"English Lang Arts II (Gr 10), Honors-A",22-23,S1,
2956157,936412,29-Aug-22,24-Jan-23,0.5,OTHER,"English Test Prep, SAT (Gr 10)",22-23,S1,
2956158,936412,29-Aug-22,24-Jan-23,0.5,MTH,Geometry-A,22-23,S1,
2964490,936412,29-Aug-22,24-Jan-23,0.5,SS,Civics,22-23,S1,
2964491,936412,29-Aug-22,24-Jan-23,0.5,SCI,Next Gen Biology-A,22-23,S1,
3492608,936412,29-Aug-22,24-Jan-23,0.5,OTHER,Intro. GISArcPro Fundamentals - DE EMU,22-23,S1,
3476890,936412,29-Aug-22,24-Jan-23,0.5,SCI,Chemistry-A,22-23,S1,
3816000,936412,24-Jan-23,10-Jun-23,0.5,OTHER,Intro. GISArcPro Fundamentals - DE EMU,22-23,S2,
3815271,936412,24-Jan-23,10-Jun-23,0.5,SS,Economics,22-23,S2,
3817159,936412,24-Jan-23,10-Jun-23,0.5,SCI,Chemistry-B,22-23,S2,
3815270,936412,24-Jan-23,10-Jun-23,0.5,ELA,"English Lang Arts II (Gr 10), Honors-B",22-23,S2,
3817158,936412,24-Jan-23,10-Jun-23,0.5,MTH,Geometry-B,22-23,S2,
3818093,936412,24-Jan-23,10-Jun-23,0.5,OTHER,"English Test Prep, SAT (Gr 10)",22-23,S2,
3817160,936412,24-Jan-23,10-Jun-23,0.5,SCI,Next Gen Biology-B,22-23,S2,
4520717,936412,28-Aug-23,22-Jan-24,0.5,OTHER,Intro. GISArcPro Fundamentals - DE EMU,23-24,S1,
4274986,936412,28-Aug-23,29-Sep-23,0.5,SS,AP World History- Modern-A,23-24,S1,Dropped
3992338,936412,28-Aug-23,22-Jan-24,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
3992339,936412,28-Aug-23,22-Jan-24,0.5,OTHER,"English Test Prep, SAT (Gr 11)",23-24,S1,
3992344,936412,28-Aug-23,22-Jan-24,0.5,MTH,Algebra II-A,23-24,S1,
3992340,936412,28-Aug-23,22-Jan-24,0.5,SCI,Next Gen Earth and Space Science-A,23-24,S1,
4317428,936412,28-Aug-23,22-Jan-24,0.5,LANG,Spanish I-A,23-24,S1,
4639669,936412,2-Oct-23,22-Jan-24,0.5,SS,World Hist and Geography-A,23-24,S1,
4794295,936412,22-Jan-24,8-Jun-24,0.5,OTHER,"English Test Prep, SAT (Gr 11)",23-24,S2,
4744601,936412,22-Jan-24,8-Jun-24,0.5,LANG,Spanish I-B,23-24,S2,
4744598,936412,22-Jan-24,8-Jun-24,0.5,MTH,Algebra II-B,23-24,S2,
4744593,936412,22-Jan-24,8-Jun-24,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4744596,936412,22-Jan-24,8-Jun-24,0.5,SCI,Next Gen Earth and Space Science-B,23-24,S2,
4744600,936412,22-Jan-24,8-Jun-24,0.5,OTHER,Intro. GISArcPro Fundamentals - DE EMU,23-24,S2,
4744594,936412,22-Jan-24,8-Jun-24,0.5,SS,World Hist and Geography-B,23-24,S2,
5472310,936412,26-Aug-24,16-Jan-25,0.5,OTHER,African American History-A,24-25,S1,
4904361,936412,26-Aug-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,
4904385,936412,26-Aug-24,16-Jan-25,0.5,OTHER,GIS Certification Internship - DE EMU,24-25,S1,
4904260,936412,26-Aug-24,16-Jan-25,0.5,LANG,Spanish II-A,24-25,S1,
4904259,936412,26-Aug-24,16-Jan-25,0.5,PE,Health Education,24-25,S1,
4904384,936412,26-Aug-24,16-Jan-25,0.5,MTH,Personal Finance-A,24-25,S1,
4912914,936412,26-Aug-24,16-Jan-25,0.5,ART,Yearbook-A,24-25,S1,
5767420,936412,16-Jan-25,11-Jun-25,0.5,MTH,Personal Finance-B,24-25,S2,
5767421,936412,16-Jan-25,11-Jun-25,0.5,OTHER,African American History-B,24-25,S2,
5767422,936412,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S2,
5767416,936412,16-Jan-25,11-Jun-25,0.5,OTHER,GIS Certification Internship - DE EMU,24-25,S2,
5767417,936412,16-Jan-25,11-Jun-25,0.5,PE,Physical Education,24-25,S2,
5767418,936412,16-Jan-25,11-Jun-25,0.5,LANG,Spanish II-B,24-25,S2,
5767419,936412,16-Jan-25,11-Jun-25,0.5,ART,Yearbook-B,24-25,S2,
2523522,255674,8-Sep-21,2-Feb-22,0.5,SCI,Next Gen Physical Science-A,21-22,S1,
2523513,255674,8-Sep-21,11-Sep-21,0.5,OTHER,African American History-A,21-22,S1,Dropped
2523516,255674,8-Sep-21,2-Feb-22,0.5,ELA,English Lang Arts I (Gr 9)-A,21-22,S1,
2523501,255674,8-Sep-21,2-Feb-22,0.5,MTH,Algebra I-A,21-22,S1,
2523524,255674,8-Sep-21,2-Feb-22,0.5,SS,U.S. History & Geography-A,21-22,S1,
2523532,255674,8-Sep-21,2-Feb-22,0.5,OTHER,Music and Media Production I-A,21-22,S1,
2567078,255674,13-Sep-21,2-Feb-22,0.5,OTHER,Army Junior ROTC I-A,21-22,S1,
2523527,255674,2-Feb-22,28-Jun-22,0.5,SS,U.S. History & Geography-B,21-22,S2,
2567079,255674,2-Feb-22,28-Jun-22,0.5,OTHER,Army Junior ROTC I-B,21-22,S2,
2523519,255674,2-Feb-22,28-Jun-22,0.5,ELA,English Lang Arts I (Gr 9)-B,21-22,S2,
2523523,255674,2-Feb-22,28-Jun-22,0.5,SCI,Next Gen Physical Science-B,21-22,S2,
2523535,255674,2-Feb-22,28-Jun-22,0.5,OTHER,Music and Media Production I-B,21-22,S2,
2523502,255674,2-Feb-22,28-Jun-22,0.5,MTH,Algebra I-B,21-22,S2,
3018856,255674,29-Aug-22,24-Jan-23,0.5,SS,Civics,22-23,S1,
3018857,255674,29-Aug-22,24-Jan-23,0.5,OTHER,Army Junior ROTC II-A,22-23,S1,
3018859,255674,29-Aug-22,24-Jan-23,0.5,SCI,Next Gen Biology-A,22-23,S1,
3018860,255674,29-Aug-22,27-Sep-22,0.5,ELA,English Lang Arts II (Gr 10)-A,22-23,S1,Dropped
3018861,255674,29-Aug-22,24-Jan-23,0.5,MTH,"Geometry, Honors-A",22-23,S1,
3385086,255674,29-Aug-22,24-Jan-23,0.5,MTH,Algebra II-A,22-23,S1,
3691771,255674,27-Sep-22,24-Jan-23,0.5,ELA,English Lang Arts II (Gr 10)-A,22-23,S1,
3385085,255674,24-Jan-23,10-Jun-23,0.5,SS,Economics,22-23,S2,
3385088,255674,24-Jan-23,10-Jun-23,0.5,SCI,Next Gen Biology-B,22-23,S2,
3018863,255674,24-Jan-23,10-Jun-23,0.5,OTHER,Army Junior ROTC II-B,22-23,S2,
3018867,255674,24-Jan-23,10-Jun-23,0.5,MTH,"Geometry, Honors-B",22-23,S2,
3691770,255674,24-Jan-23,10-Jun-23,0.5,ELA,English Lang Arts II (Gr 10)-B,22-23,S2,
3385087,255674,24-Jan-23,10-Jun-23,0.5,MTH,Algebra II-B,22-23,S2,
4205254,255674,28-Aug-23,22-Jan-24,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
4205256,255674,28-Aug-23,22-Jan-24,0.5,SS,World Hist and Geography-A,23-24,S1,
4205252,255674,28-Aug-23,22-Jan-24,0.5,MTH,Pre-Calculus-A,23-24,S1,
4533774,255674,29-Aug-23,22-Jan-24,1.5,OTHER,CTC Cosmetology I-A,23-24,S1,
4782095,255674,22-Jan-24,8-Jun-24,1.5,OTHER,CTC Cosmetology I-B,23-24,S2,
4205255,255674,22-Jan-24,8-Jun-24,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4205257,255674,22-Jan-24,8-Jun-24,0.5,SS,World Hist and Geography-B,23-24,S2,
4205253,255674,22-Jan-24,8-Jun-24,0.5,MTH,Pre-Calculus-B,23-24,S2,
4839610,255674,13-Mar-24,24-Apr-24,0.5,ART,"Art History, Virt (Edg)-A",23-24,YR,Dropped
4839761,255674,13-Mar-24,24-Apr-24,0.5,ART,"Art History, Virt (Edg)-B",23-24,YR,Dropped
5094343,255674,26-Aug-24,16-Jan-25,0.5,LANG,Spanish I-A,24-25,S1,
5094333,255674,26-Aug-24,16-Jan-25,0.5,MTH,Statistics-A,24-25,S1,
5094342,255674,26-Aug-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,
5511068,255674,28-Aug-24,16-Jan-25,1.5,OTHER,CTC Cosmetology I-A,24-25,S1,
5094336,255674,16-Jan-25,11-Jun-25,0.5,LANG,Spanish I-B,24-25,S2,
5094338,255674,16-Jan-25,11-Jun-25,0.5,MTH,Statistics-B,24-25,S2,
5094337,255674,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S2,
5760536,255674,16-Jan-25,11-Jun-25,1.5,OTHER,CTC Cosmetology I-B,24-25,S2,
1893182,930594,17-May-21,25-Jun-21,0.5,OTHER,Seminar-B,20-21,S2,
1893190,930594,17-May-21,25-Jun-21,0.5,OTHER,Army Junior ROTC II-B,20-21,S2,
2630058,930594,22-Sep-21,29-Sep-21,0.5,OTHER,Army Junior ROTC II-A,21-22,S1,Dropped
2629959,930594,22-Sep-21,29-Sep-21,0.5,OTHER,Seminar-A,21-22,S1,Dropped
4497851,131348,28-Aug-23,22-Jan-24,0.5,SCI,Next Gen Physical Science-A,23-24,S1,
4497854,131348,28-Aug-23,22-Jan-24,0.5,MTH,Algebra II-A,23-24,S1,
4497968,131348,28-Aug-23,22-Jan-24,0.5,OTHER,Forensics for Science-A,23-24,S1,
4497857,131348,28-Aug-23,22-Jan-24,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,S1,
4497969,131348,28-Aug-23,22-Jan-24,0.5,LANG,Spanish III-A,23-24,S1,
4497967,131348,28-Aug-23,22-Jan-24,0.5,SS,Civics,23-24,S1,
4497970,131348,28-Aug-23,22-Jan-24,0.5,ART,Visual Arts - Comprehensive-A,23-24,S1,
4769322,131348,22-Jan-24,8-Jun-24,0.5,SCI,Next Gen Physical Science-B,23-24,S2,
4768555,131348,22-Jan-24,8-Jun-24,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,S2,
4771371,131348,22-Jan-24,8-Jun-24,0.5,ART,Visual Arts - Comprehensive-B,23-24,S2,
4771067,131348,22-Jan-24,8-Jun-24,0.5,OTHER,Forensics for Science-B,23-24,S2,
4770156,131348,22-Jan-24,8-Jun-24,0.5,SS,Economics,23-24,S2,
4785966,131348,22-Jan-24,8-Jun-24,0.5,LANG,Spanish IV-B,23-24,S2,
4785964,131348,22-Jan-24,8-Jun-24,0.5,MTH,Algebra II-B,23-24,S2,
4856243,131348,17-Apr-24,8-Jun-24,0.5,MTH,"Geometry, Virt (Edg)-A",23-24,YR,
4951953,131348,24-Jun-24,27-Jul-24,0.5,MTH,"Geometry, Virt (Edg)-B",23-24,YR,
4953118,131348,24-Jun-24,27-Jul-24,0.5,SCI,"Physics, Virt (Edg)-B",23-24,YR,
5249731,131348,26-Aug-24,16-Jan-25,0.5,OTHER,Forensics for Science-A,24-25,S1,
5249355,131348,26-Aug-24,16-Jan-25,0.5,ART,Visual Arts - Comprehensive-A,24-25,S1,
5249327,131348,26-Aug-24,16-Jan-25,0.5,LANG,Spanish IV-A,24-25,S1,
5249222,131348,26-Aug-24,30-Aug-24,0.5,PE,Health Education,24-25,S1,Dropped
5249628,131348,26-Aug-24,16-Jan-25,0.5,MTH,Personal Finance-A,24-25,S1,
5249441,131348,26-Aug-24,30-Sep-24,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S1,Dropped
5250277,131348,26-Aug-24,16-Jan-25,0.5,OTHER,Computer Science Principles-A,24-25,S1,
5534303,131348,3-Sep-24,16-Jan-25,0.5,PE,Physical Education,24-25,S1,
5648376,131348,30-Sep-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,S1,
5646760,131348,4-Oct-24,11-Jun-25,0.5,MTH,"Geometry, Virt (Edg)-B",24-25,YR,
5745436,131348,16-Jan-25,11-Jun-25,0.5,OTHER,Forensics for Science-B,24-25,S2,
5748321,131348,16-Jan-25,11-Jun-25,0.5,MTH,Personal Finance-B,24-25,S2,
5745718,131348,16-Jan-25,11-Jun-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,S2,
5745851,131348,16-Jan-25,11-Jun-25,0.5,LANG,Spanish IV-B,24-25,S2,
5745052,131348,16-Jan-25,11-Jun-25,0.5,ART,Visual Arts - Comprehensive-B,24-25,S2,
5744877,131348,16-Jan-25,11-Jun-25,0.5,PE,Health Education,24-25,S2,
5745991,131348,16-Jan-25,11-Jun-25,0.5,OTHER,Computer Science Principles-B,24-25,S2,
1650067,158592,29-Sep-20,3-Feb-21,0.5,ELA,English Lang Arts I (Gr 9)-A,20-21,S1,
1650065,158592,29-Sep-20,3-Feb-21,0.5,SCI,Next Gen Physical Science-A,20-21,S1,
1650072,158592,29-Sep-20,3-Feb-21,0.5,MTH,Algebra I-A,20-21,S1,
1649787,158592,29-Sep-20,3-Feb-21,0.5,OTHER,Leadership-A,20-21,S1,
1650089,158592,29-Sep-20,3-Feb-21,0.5,SS,U.S. History & Geography-A,20-21,S1,
1650062,158592,29-Sep-20,2-Oct-20,0.5,SS,U.S. History & Geography-A,20-21,S1,Dropped
1650076,158592,29-Sep-20,3-Feb-21,0.5,OTHER,Introduction to Computer Technology-A,20-21,S1,
1654129,158592,1-Oct-20,3-Feb-21,0.5,LANG,Spanish I-A,20-21,S1,
1650073,158592,3-Feb-21,25-Jun-21,0.5,MTH,Algebra I-B,20-21,S2,
1649788,158592,3-Feb-21,25-Jun-21,0.5,OTHER,Leadership-B,20-21,S2,
1650077,158592,3-Feb-21,25-Jun-21,0.5,OTHER,Introduction to Computer Technology-B,20-21,S2,
1654130,158592,3-Feb-21,25-Jun-21,0.5,LANG,Spanish I-B,20-21,S2,
1650066,158592,3-Feb-21,25-Jun-21,0.5,SCI,Next Gen Physical Science-B,20-21,S2,
1650063,158592,3-Feb-21,25-Jun-21,0.5,SS,U.S. History & Geography-B,20-21,S2,
1650068,158592,3-Feb-21,25-Jun-21,0.5,ELA,English Lang Arts I (Gr 9)-B,20-21,S2,
4572242,158592,7-Sep-23,31-Oct-23,0.5,LANG,Spanish I-B,23-24,Q1,
4572243,158592,7-Sep-23,31-Oct-23,0.5,PE,Physical Education,23-24,Q1,
4572247,158592,7-Sep-23,31-Oct-23,0.5,ELA,English Lang Arts II (Gr 10)-A,23-24,Q1,
4572246,158592,7-Sep-23,31-Oct-23,0.5,SS,U.S. History & Geography-B,23-24,Q1,
4572250,158592,7-Sep-23,31-Oct-23,0.5,ELA,English Lang Arts I (Gr 9)-B,23-24,Q1,
4572241,158592,7-Sep-23,31-Oct-23,0.5,MTH,Algebra I-A,23-24,Q1,
4685557,158592,1-Nov-23,22-Jan-24,0.5,MTH,Algebra I-A,23-24,Q2,
4685560,158592,1-Nov-23,22-Jan-24,0.5,SCI,Next Gen Earth and Space Science-A,23-24,Q2,
4685911,158592,1-Nov-23,22-Jan-24,0.5,SS,World Hist and Geography-B,23-24,Q2,
4685913,158592,1-Nov-23,22-Jan-24,0.5,SCI,Next Gen Physical Science-B,23-24,Q2,
4685914,158592,1-Nov-23,22-Jan-24,0.5,MTH,Personal Finance-A,23-24,Q2,
4685912,158592,1-Nov-23,22-Jan-24,0.5,SCI,Next Gen Biology-A,23-24,Q2,
4780931,158592,16-Jan-24,8-Jun-24,0.5,SCI,"Earth Science, Virt (Edg)-B",23-24,YR,
4780930,158592,16-Jan-24,8-Jun-24,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",23-24,YR,
4780924,158592,22-Jan-24,3-Apr-24,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,Q3,
4780926,158592,22-Jan-24,3-Apr-24,0.5,SCI,Next Gen Biology-B,23-24,Q3,
4780928,158592,22-Jan-24,3-Apr-24,0.5,MTH,Personal Finance-B,23-24,Q3,
4780929,158592,22-Jan-24,3-Apr-24,0.5,MTH,Algebra I-B,23-24,Q3,
4780923,158592,22-Jan-24,3-Apr-24,0.5,PE,Health Education,23-24,Q3,
4780925,158592,22-Jan-24,3-Apr-24,0.5,ART,Music Appreciation-A,23-24,Q3,
4842703,158592,3-Apr-24,8-Jun-24,0.5,SS,Civics,23-24,Q4,
4842702,158592,3-Apr-24,8-Jun-24,0.5,MTH,Algebra I-A,23-24,Q4,
4842707,158592,3-Apr-24,6-Apr-24,0.5,SCI,Next Gen Biology-A,23-24,Q4,Dropped
4842704,158592,3-Apr-24,8-Jun-24,0.5,SS,World Hist and Geography-B,23-24,Q4,
4842705,158592,3-Apr-24,8-Jun-24,0.5,MTH,Geometry-A,23-24,Q4,
4842706,158592,3-Apr-24,8-Jun-24,0.5,ELA,English Lang Arts III (Gr 11)-B,23-24,Q4,
4850263,158592,5-Apr-24,8-Jun-24,0.5,ELA,English Lang Arts III (Gr 11)-A,23-24,Q4,
4942896,158592,24-Jun-24,20-Jul-24,0.5,SS,"World Hist and Geo, Virt (Edg)-A",23-24,YR,Dropped
4942897,158592,24-Jun-24,20-Jul-24,0.5,SCI,"Next Gen Physical Science, Virt (Edg)-B",23-24,YR,Dropped
5058442,158592,19-Jul-24,23-Jul-24,0.5,SCI,"Next Gen Earth and Space, Virt (Edg)-B",23-24,YR,Dropped
5058461,158592,19-Jul-24,27-Jul-24,0.5,SCI,"Next Gen Physical Science, Virt (Edg)-B",23-24,YR,
5101595,158592,23-Jul-24,27-Jul-24,0.5,MTH,"Algebra I, Virt (Edg)-A",23-24,YR,
5197071,158592,26-Aug-24,29-Oct-24,0.5,MTH,"Personal Finance, Virt (Edg)",24-25,Q1,
5197064,158592,26-Aug-24,29-Oct-24,0.5,MTH,Geometry-A,24-25,Q1,
5197065,158592,26-Aug-24,29-Oct-24,0.5,MTH,Personal Finance-A,24-25,Q1,
5197066,158592,26-Aug-24,29-Oct-24,0.5,MTH,Algebra II-A,24-25,Q1,
5197070,158592,26-Aug-24,29-Oct-24,0.5,OTHER,Study Skills (Gr 9-12)-A *,24-25,YR,Dropped
5197069,158592,26-Aug-24,29-Oct-24,0.5,ELA,English Lang Arts IV (Gr 12)-A,24-25,Q1,
5197067,158592,26-Aug-24,29-Oct-24,0.5,SS,World Hist and Geography-B,24-25,Q1,
5656298,158592,15-Oct-24,18-Nov-24,0.5,ELA,"ELA II (Gr 10), Virt (Edg)-B",24-25,YR,Dropped
5657578,158592,16-Oct-24,12-Nov-24,0.5,SS,"Economics, Virt (Edg)",24-25,YR,Dropped
5657574,158592,29-Oct-24,16-Jan-25,0.5,MTH,Algebra II-B,24-25,Q2,
5657575,158592,29-Oct-24,16-Jan-25,0.5,MTH,Geometry-B,24-25,Q2,
5657580,158592,29-Oct-24,16-Jan-25,0.5,PE,Health Education,24-25,Q2,
5657579,158592,29-Oct-24,16-Jan-25,0.5,LANG,Spanish I-B,24-25,Q2,
5655029,158592,29-Oct-24,16-Jan-25,0.5,ELA,English Lang Arts IV (Gr 12)-B,24-25,Q2,
5657576,158592,29-Oct-24,16-Jan-25,0.5,OTHER,African American History-A,24-25,Q2,
5678300,158592,4-Nov-24,8-Nov-24,0.5,MTH,"Personal Finance, Virt (Edg)",24-25,YR,Dropped
2511474,578701,7-Sep-21,9-Dec-21,0.5,PE,Weight Training,21-22,S1,Dropped
2511487,578701,7-Sep-21,2-Feb-22,0.5,ART,Concert Band-A,21-22,S1,
2511453,578701,8-Sep-21,2-Feb-22,0.5,ELA,"English Lang Arts I (Gr 9), Honors-A",21-22,S1,
2511463,578701,8-Sep-21,21-Sep-21,0.5,SS,"U.S. History & Geography, Honors-A",21-22,S1,Dropped
2511478,578701,8-Sep-21,2-Feb-22,0.5,MTH,Algebra I-A,21-22,S1,
2511479,578701,8-Sep-21,2-Feb-22,0.5,SCI,Next Gen Physical Science-A,21-22,S1,
2621850,578701,21-Sep-21,2-Feb-22,0.5,SS,U.S. History & Geography-A,21-22,S1,
2746057,578701,9-Dec-21,2-Feb-22,0.5,OTHER,Army Junior ROTC I-A,21-22,S1,
2748692,578701,2-Feb-22,28-Jun-22,0.5,ART,Concert Band-B,21-22,S2,
2746663,578701,2-Feb-22,28-Jun-22,0.5,ELA,"English Lang Arts I (Gr 9), Honors-B",21-22,S2,
2747390,578701,2-Feb-22,28-Jun-22,0.5,MTH,Algebra I-B,21-22,S2,
2748515,578701,2-Feb-22,28-Jun-22,0.5,OTHER,Army Junior ROTC I-B,21-22,S2,
2753584,578701,2-Feb-22,28-Jun-22,0.5,SCI,Next Gen Physical Science-B,21-22,S2,
2750023,578701,2-Feb-22,28-Jun-22,0.5,SS,"U.S. History & Geography, Honors-B",21-22,S2,
3437967,578701,29-Aug-22,18-Sep-22,0.5,SCI,Next Gen Biology-A,22-23,S1,Dropped
3437899,578701,29-Aug-22,24-Jan-23,0.5,ELA,English Lang Arts II (Gr 10)-A,22-23,S1,
3437888,578701,29-Aug-22,24-Jan-23,0.5,SS,Economics,22-23,S1,
3437889,578701,29-Aug-22,24-Jan-23,0.5,OTHER,Army Junior ROTC II-A,22-23,S1,
3437956,578701,29-Aug-22,18-Sep-22,0.5,MTH,Geometry-A,22-23,S1,Dropped
3252087,578701,29-Aug-22,24-Jan-23,0.5,ART,Concert Band-A,22-23,S1,
3664911,578701,19-Sep-22,24-Jan-23,0.5,MTH,Geometry-A,22-23,S1,
3664912,578701,19-Sep-22,24-Jan-23,0.5,SCI,"Next Gen Biology, Honors-A",22-23,S1,
3771539,578701,24-Jan-23,10-Jun-23,0.5,SCI,"Next Gen Biology, Honors-B",22-23,S2,
3779667,578701,24-Jan-23,10-Jun-23,0.5,SS,Civics,22-23,S2,
3775166,578701,24-Jan-23,10-Jun-23,0.5,OTHER,Army Junior ROTC II-B,22-23,S2,
3787191,578701,24-Jan-23,10-Jun-23,0.5,ART,Concert Band-B,22-23,S2,
3787193,578701,24-Jan-23,10-Jun-23,0.5,ELA,"English Lang Arts II (Gr 10), Honors-B",22-23,S2,
3787395,578701,24-Jan-23,10-Jun-23,0.5,MTH,Geometry-B,22-23,S2,
4126326,578701,28-Aug-23,22-Jan-24,0.5,MTH,Algebra II-A,23-24,S1,
4126325,578701,28-Aug-23,22-Jan-24,0.5,SCI,Chemistry-A,23-24,S1,
4215690,578701,28-Aug-23,22-Jan-24,0.5,OTHER,AP Seminar-A,23-24,S1,
4215691,578701,28-Aug-23,22-Jan-24,0.5,ELA,AP English Language and Composition-A,23-24,S1,
4215694,578701,28-Aug-23,22-Jan-24,0.5,LANG,Spanish I-A,23-24,S1,
4215693,578701,28-Aug-23,22-Jan-24,0.5,SS,World Hist and Geography-A,23-24,S1,
4724335,578701,22-Jan-24,8-Jun-24,0.5,ELA,AP English Language and Composition-B,23-24,S2,
4723771,578701,22-Jan-24,8-Jun-24,0.5,SS,World Hist and Geography-B,23-24,S2,
4730394,578701,22-Jan-24,8-Jun-24,0.5,OTHER,AP Seminar-B,23-24,S2,
4735966,578701,22-Jan-24,8-Jun-24,0.5,LANG,Spanish I-B,23-24,S2,
4751029,578701,22-Jan-24,8-Jun-24,0.5,MTH,Algebra II-B,23-24,S2,
4751028,578701,22-Jan-24,8-Jun-24,0.5,SCI,Chemistry-B,23-24,S2,
4897353,578701,26-Aug-24,16-Jan-25,0.5,ELA,AP English Literature and Comp-A,24-25,S1,
4886507,578701,26-Aug-24,28-Aug-24,0.5,OTHER,AP Computer Science Principles-A,24-25,S1,Dropped
4886455,578701,26-Aug-24,16-Jan-25,0.5,ART,AP Art History-A,24-25,S1,
4897474,578701,26-Aug-24,16-Jan-25,0.5,OTHER,AP Research-A,24-25,S1,
4886236,578701,26-Aug-24,16-Jan-25,0.5,OTHER,AP African American Studies - A,24-25,S1,
5094348,578701,26-Aug-24,16-Jan-25,0.5,MTH,Statistics-A,24-25,S1,
5505380,578701,28-Aug-24,16-Jan-25,0.5,OTHER,Forensics for Science-A,24-25,S1,
